"seq_number","Site","Bio_repA.x","Bio_repB.x","Bio_repC.x","Bio_repA.y","Bio_repB.y","Bio_repC.y","max_Occupancy_prob","sum.taxonomy"
"merged_fishcard_12S_all_5","Outside",3,3,3,3,3,3,0.997292472278815,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_500","MPA",NA,2,1,NA,2,1,0.94287838132176,""
"merged_fishcard_12S_all_502","Edge",3,2,3,3,2,3,0.996773921943271,""
"merged_fishcard_12S_all_502","Outside",NA,1,2,NA,1,2,0.941920341468675,""
"merged_fishcard_12S_all_504","Outside",1,3,1,1,3,1,0.993399614841235,""
"merged_fishcard_12S_all_505","Edge",1,3,3,1,3,3,0.994209813542055,""
"merged_fishcard_12S_all_507","Edge",3,NA,NA,3,NA,NA,0.990077333534513,""
"merged_fishcard_12S_all_508","Edge",NA,2,NA,NA,2,NA,0.924910876775914,"Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Chitonotus;Chitonotus pugetensis"
"merged_fishcard_12S_all_51","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_51","MPA",3,1,3,3,1,3,0.992410523685441,""
"merged_fishcard_12S_all_51","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_512","Edge",NA,2,1,NA,2,1,0.94287838132176,""
"merged_fishcard_12S_all_513","Outside",NA,NA,2,NA,NA,2,0.92083875248564,""
"merged_fishcard_12S_all_52","Edge",2,3,3,2,3,3,0.996885168275353,""
"merged_fishcard_12S_all_52","MPA",1,2,2,1,2,2,0.959487355266571,""
"merged_fishcard_12S_all_52","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_520","Outside",NA,NA,2,NA,NA,2,0.92083875248564,""
"merged_fishcard_12S_all_524","MPA",1,NA,2,1,NA,2,0.943849410606967,""
"merged_fishcard_12S_all_53","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_53","MPA",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_53","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_533","Edge",3,2,1,3,2,1,0.993158272948884,""
"merged_fishcard_12S_all_537","Edge",3,2,1,3,2,1,0.993158272948884,""
"merged_fishcard_12S_all_54","Edge",2,2,3,2,2,3,0.993574640354125,"Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas"
"merged_fishcard_12S_all_54","Outside",3,2,1,3,2,1,0.993158272948884,"Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas"
"merged_fishcard_12S_all_543","Edge",NA,1,2,NA,1,2,0.941920341468675,""
"merged_fishcard_12S_all_546","Edge",3,2,NA,3,2,NA,0.992094831143061,""
"merged_fishcard_12S_all_546","Outside",NA,2,NA,NA,2,NA,0.924910876775914,""
"merged_fishcard_12S_all_548","Edge",NA,2,NA,NA,2,NA,0.924910876775914,"Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobiops;Rhinogobiops nicholsii"
"merged_fishcard_12S_all_57","Outside",1,2,NA,1,2,NA,0.942589036086986,"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon"
"merged_fishcard_12S_all_575","Edge",2,NA,NA,2,NA,NA,0.942760459461141,""
"merged_fishcard_12S_all_58","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_58","MPA",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_58","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_580","Edge",3,3,2,3,3,2,0.994292247228821,""
"merged_fishcard_12S_all_580","MPA",2,NA,NA,2,NA,NA,0.942760459461141,""
"merged_fishcard_12S_all_586","Edge",1,2,1,1,2,1,0.952175227439511,""
"merged_fishcard_12S_all_586","Outside",NA,3,1,NA,3,1,0.993080068673672,""
"merged_fishcard_12S_all_59","MPA",NA,2,NA,NA,2,NA,0.924910876775914,"Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri"
"merged_fishcard_12S_all_59","Outside",2,3,2,2,3,2,0.994750620061707,"Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri"
"merged_fishcard_12S_all_6","Edge",3,2,1,3,2,1,0.993158272948884,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis"
"merged_fishcard_12S_all_6","MPA",1,2,2,1,2,2,0.959487355266571,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis"
"merged_fishcard_12S_all_6","Outside",2,1,2,2,1,2,0.959834729939388,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis"
"merged_fishcard_12S_all_61","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_61","MPA",3,2,2,3,2,2,0.993882714560078,""
"merged_fishcard_12S_all_61","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_62","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_62","MPA",3,NA,2,3,NA,2,0.993044831347511,""
"merged_fishcard_12S_all_62","Outside",2,3,3,2,3,3,0.996885168275353,""
"merged_fishcard_12S_all_628","Edge",2,NA,NA,2,NA,NA,0.942760459461141,""
"merged_fishcard_12S_all_628","Outside",NA,2,1,NA,2,1,0.94287838132176,""
"merged_fishcard_12S_all_63","Edge",3,3,2,3,3,2,0.994292247228821,""
"merged_fishcard_12S_all_63","MPA",3,NA,2,3,NA,2,0.993044831347511,""
"merged_fishcard_12S_all_63","Outside",3,2,3,3,2,3,0.996773921943271,""
"merged_fishcard_12S_all_649","Edge",1,2,1,1,2,1,0.952175227439511,""
"merged_fishcard_12S_all_649","MPA",2,NA,NA,2,NA,NA,0.942760459461141,""
"merged_fishcard_12S_all_656","Edge",2,2,1,2,2,1,0.964587826561259,""
"merged_fishcard_12S_all_668","Outside",NA,3,NA,NA,3,NA,0.988795301123611,""
"merged_fishcard_12S_all_67","Outside",2,1,1,2,1,1,0.951235746985343,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus"
"merged_fishcard_12S_all_675","Edge",3,1,NA,3,1,NA,0.987313626160162,""
"merged_fishcard_12S_all_677","Edge",2,1,NA,2,1,NA,0.942242072652497,""
"merged_fishcard_12S_all_680","Edge",NA,2,1,NA,2,1,0.94287838132176,""
"merged_fishcard_12S_all_689","Edge",2,1,NA,2,1,NA,0.942242072652497,""
"merged_fishcard_12S_all_69","MPA",3,2,NA,3,2,NA,0.992094831143061,"Eukaryota;Chordata;Actinopteri;NA;Embiotocidae;Brachyistius;Brachyistius frenatus"
"merged_fishcard_12S_all_69","Outside",NA,NA,2,NA,NA,2,0.92083875248564,"Eukaryota;Chordata;Actinopteri;NA;Embiotocidae;Brachyistius;Brachyistius frenatus"
"merged_fishcard_12S_all_693","Edge",3,3,2,3,3,2,0.994292247228821,""
"merged_fishcard_12S_all_693","Outside",NA,1,2,NA,1,2,0.941920341468675,""
"merged_fishcard_12S_all_7","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_7","MPA",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_7","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_70","Outside",1,2,NA,1,2,NA,0.942589036086986,"Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus"
"merged_fishcard_12S_all_701","Edge",2,2,2,2,2,2,0.96457767921247,""
"merged_fishcard_12S_all_702","Edge",2,2,1,2,2,1,0.964587826561259,""
"merged_fishcard_12S_all_71","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_71","MPA",3,2,NA,3,2,NA,0.992094831143061,""
"merged_fishcard_12S_all_71","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_715","Edge",1,2,1,1,2,1,0.952175227439511,""
"merged_fishcard_12S_all_72","Edge",1,2,3,1,2,3,0.993248513398081,""
"merged_fishcard_12S_all_72","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_724","Edge",1,2,1,1,2,1,0.952175227439511,""
"merged_fishcard_12S_all_73","Outside",1,1,1,1,1,1,0.832921686603231,"Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon pinnatibarbatus"
"merged_fishcard_12S_all_731","Edge",1,2,1,1,2,1,0.952175227439511,""
"merged_fishcard_12S_all_74","Edge",3,3,2,3,3,2,0.994292247228821,"Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Caulolatilus;Caulolatilus princeps"
"merged_fishcard_12S_all_74","MPA",2,1,1,2,1,1,0.951235746985343,"Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Caulolatilus;Caulolatilus princeps"
"merged_fishcard_12S_all_76","Edge",2,3,3,2,3,3,0.996885168275353,""
"merged_fishcard_12S_all_76","MPA",3,2,3,3,2,3,0.996773921943271,""
"merged_fishcard_12S_all_78","Outside",3,3,NA,3,3,NA,0.995095139205921,""
"merged_fishcard_12S_all_8","Edge",3,3,3,3,3,3,0.997292472278815,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica"
"merged_fishcard_12S_all_8","MPA",3,3,3,3,3,3,0.997292472278815,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica"
"merged_fishcard_12S_all_8","Outside",3,3,3,3,3,3,0.997292472278815,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica"
"merged_fishcard_12S_all_809","Edge",2,NA,NA,2,NA,NA,0.942760459461141,""
"merged_fishcard_12S_all_81","Edge",3,2,2,3,2,2,0.993882714560078,""
"merged_fishcard_12S_all_81","MPA",3,NA,NA,3,NA,NA,0.990077333534513,""
"merged_fishcard_12S_all_84","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_84","MPA",3,1,1,3,1,1,0.994364751683123,""
"merged_fishcard_12S_all_84","Outside",3,2,3,3,2,3,0.996773921943271,""
"merged_fishcard_12S_all_857","Edge",1,1,1,1,1,1,0.832921686603231,""
"merged_fishcard_12S_all_86","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_86","MPA",2,NA,NA,2,NA,NA,0.942760459461141,""
"merged_fishcard_12S_all_86","Outside",NA,2,NA,NA,2,NA,0.924910876775914,""
"merged_fishcard_12S_all_89","Edge",2,2,3,2,2,3,0.993574640354125,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Xystreurys;Xystreurys liolepis"
"merged_fishcard_12S_all_89","MPA",NA,NA,3,NA,NA,3,0.987619957121005,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Xystreurys;Xystreurys liolepis"
"merged_fishcard_12S_all_91","Edge",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_91","MPA",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_91","Outside",3,3,3,3,3,3,0.997292472278815,""
"merged_fishcard_12S_all_93","Edge",3,2,2,3,2,2,0.993882714560078,""
"merged_fishcard_12S_all_93","MPA",3,NA,3,3,NA,3,0.994942426684835,""
"merged_fishcard_12S_all_97","Outside",NA,2,1,NA,2,1,0.94287838132176,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus"
"merged_fishcard_12S_all_974","Edge",2,1,NA,2,1,NA,0.942242072652497,""
"merged_fishcard_12S_all_98","MPA",2,2,NA,2,2,NA,0.950578326573345,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus"
